text,source,claim_num,group,labeled_text
pelosis new coronavirus bill allows illegals to receive billions in relief funds in past current and future payments,politifact,825,0,__label__0 pelosis new coronavirus bill allows illegals to receive billions in relief funds in past current and future payments
"joe biden was involved in a plot to kidnap jfk jr. according to the just declassified fbi files, and also made several threats.",politifact,1250,3,"__label__3 joe biden was involved in a plot to kidnap jfk jr. according to the just declassified fbi files, and also made several threats."
says bill gates and other globalists in collaboration with pharmaceutical companies are reportedly working to push tracking bracelets and invisible tattoos to monitor americans during an impending lockdown,politifact,616,1,__label__1 says bill gates and other globalists in collaboration with pharmaceutical companies are reportedly working to push tracking bracelets and invisible tattoos to monitor americans during an impending lockdown
the obama administration didn't do anything about swine flu,politifact,114,1,__label__1 the obama administration didn't do anything about swine flu
the white house sent out text messages in mid march 2020 informing people that a mandatory quarantine in us would start within 48 hours ,snopes,417,1,__label__1 the white house sent out text messages in mid march 2020 informing people that a mandatory quarantine in us would start within 48 hours 
corona is so bad this guy died twice!,politifact,601,1,__label__1 corona is so bad this guy died twice!
says theres an 800 number you can call to track the status of your stimulus check,politifact,604,1,__label__1 says theres an 800 number you can call to track the status of your stimulus check
pepsico announced mountain dew will be discontinued over health concerns.,politifact,1295,3,__label__3 pepsico announced mountain dew will be discontinued over health concerns.
the cdc just confirmed a 02 death rate for covid19,politifact,89,1,__label__1 the cdc just confirmed a 02 death rate for covid19
in a matter of days and in some cases the moment may even have passed that weve reached the peak of the rate of infections,politifact,848,0,__label__0 in a matter of days and in some cases the moment may even have passed that weve reached the peak of the rate of infections
a photo shows donald trump with derek chauvin - the cop who killed george floyd.,politifact,1224,3,__label__3 a photo shows donald trump with derek chauvin - the cop who killed george floyd.
"says donald trump tweeted, i have it on good authority that the real reason for the delayed results from the #iowacaucus is they are trying to hide the fact that the winner was @verminsupreme. this is one time i hope the dnc is actually successful, as vermin is the only candidate that is smart (and crazy) enough to possibly beat me!",politifact,1350,3,"__label__3 says donald trump tweeted, i have it on good authority that the real reason for the delayed results from the #iowacaucus is they are trying to hide the fact that the winner was @verminsupreme. this is one time i hope the dnc is actually successful, as vermin is the only candidate that is smart (and crazy) enough to possibly beat me!"
the irish times newspaper published a column by fintan otoole expressing pity for the united states over us president donald trump's leadership during the covid 19 pandemic,snopes,753,0,__label__0 the irish times newspaper published a column by fintan otoole expressing pity for the united states over us president donald trump's leadership during the covid 19 pandemic
according to the cdc so far this year florida has had 1762 deaths from covid 19 and 5185 from pneumonia average pneumonia deaths in florida from 2013 2018 for the same time period are 918,politifact,498,1,__label__1 according to the cdc so far this year florida has had 1762 deaths from covid 19 and 5185 from pneumonia average pneumonia deaths in florida from 2013 2018 for the same time period are 918
"the longest filibuster in u.s. history was 75 days and took place in 1964, when democrats tried to block the civil rights act.",politifact,1070,3,"__label__3 the longest filibuster in u.s. history was 75 days and took place in 1964, when democrats tried to block the civil rights act."
cnn lightened the photo of the man who drove into the protester last night in seattle.,politifact,1178,3,__label__3 cnn lightened the photo of the man who drove into the protester last night in seattle.
portland goon squads were blackwater contractors not federal officers.,politifact,1074,3,__label__3 portland goon squads were blackwater contractors not federal officers.
says joe biden was in charge of the h1n1 swine flu epidemic which killed thousands of people the response was one of the worst on record our response is one of the best with fast action of border closings & a 78 approval rating the highest on record his was lowest!,politifact,11,1,__label__1 says joe biden was in charge of the h1n1 swine flu epidemic which killed thousands of people the response was one of the worst on record our response is one of the best with fast action of border closings & a 78 approval rating the highest on record his was lowest!
author c s lewis wrote a passage in the screwtape letters involving satan wanting to shut down businesses and jesus wanting to restore the family unit ,snopes,396,1,__label__1 author c s lewis wrote a passage in the screwtape letters involving satan wanting to shut down businesses and jesus wanting to restore the family unit 
says research shows that children feel pressure to become sexually active because of comprehensive sex education.,politifact,1105,3,__label__3 says research shows that children feel pressure to become sexually active because of comprehensive sex education.
so 2 doctors from bakersfield discover that coronavirus mortality rate is 003 13x less deadly than what was previously thought! their analysis has since been banned from youtube,politifact,555,1,__label__1 so 2 doctors from bakersfield discover that coronavirus mortality rate is 003 13x less deadly than what was previously thought! their analysis has since been banned from youtube
bill gates   along with a coalition dubbed id 2020  seeks to microchip the world population using a covid 19 vaccine,snopes,42,1,__label__1 bill gates   along with a coalition dubbed id 2020  seeks to microchip the world population using a covid 19 vaccine
even with no shutdown sweden has a lower covid 19 infection rate than uk italy and spain,politifact,841,0,__label__0 even with no shutdown sweden has a lower covid 19 infection rate than uk italy and spain
a photo shows brian kemp posing with gregory mcmichael,politifact,167,1,__label__1 a photo shows brian kemp posing with gregory mcmichael
an msnbc reporter said on air: i hope enough people die from coronavirus that it harms trump's reelection,snopes,416,1,__label__1 an msnbc reporter said on air: i hope enough people die from coronavirus that it harms trump's reelection
trump said hundreds of governors are calling him& we only have 50,politifact,576,1,__label__1 trump said hundreds of governors are calling him& we only have 50
congressional candidate chris jacobs voted against paid leave for covid 19,politifact,834,0,__label__0 congressional candidate chris jacobs voted against paid leave for covid 19
michigan governor gretchen whitmer bans buying us flags during lockdown,politifact,267,1,__label__1 michigan governor gretchen whitmer bans buying us flags during lockdown
LEGO pulled police- and White House-themed toys in response to nationwide protests following the death of George Floyd.,snopes,1026,3,__label__3 LEGO pulled police- and White House-themed toys in response to nationwide protests following the death of George Floyd.
bbc news reported that actor daniel radcliffe was the first famous person to contract the coronavirus ,snopes,426,1,__label__1 bbc news reported that actor daniel radcliffe was the first famous person to contract the coronavirus 
anybody that wants a test (for the coronavirus) can get a test,politifact,690,1,__label__1 anybody that wants a test (for the coronavirus) can get a test
germany and the united states are the two best in deaths per 100000 people which frankly to me that's perhaps the most important number there is,politifact,544,1,__label__1 germany and the united states are the two best in deaths per 100000 people which frankly to me that's perhaps the most important number there is
americas carbon emissions are being reduced at a rate far higher than any country in the world.,politifact,1314,3,__label__3 americas carbon emissions are being reduced at a rate far higher than any country in the world.
covid 19 started because we eat animals,politifact,674,1,__label__1 covid 19 started because we eat animals
nyc man drops dead in middle of street  suspected coronavirus!,politifact,689,1,__label__1 nyc man drops dead in middle of street  suspected coronavirus!
says sen. thom tillis voted to take away coverage for people with pre-existing conditions.,politifact,984,2,__label__2 says sen. thom tillis voted to take away coverage for people with pre-existing conditions.
donald trump cancelled bill gates project known as id2020.,politifact,1193,3,__label__3 donald trump cancelled bill gates project known as id2020.
images show covid 19 victims being buried in mass graves in new york city,politifact,851,0,__label__0 images show covid 19 victims being buried in mass graves in new york city
says a photo shows the height difference between donald trump and mike bloomberg.,politifact,1324,3,__label__3 says a photo shows the height difference between donald trump and mike bloomberg.
sweden has zero lockdown and is in no worse shape than denmark or norway which are in lockdown,politifact,159,1,__label__1 sweden has zero lockdown and is in no worse shape than denmark or norway which are in lockdown
A photograph shows a burnt-out car amidst the wreckage of protests in Minneapolis following the May 2020 death of George Floyd.,snopes,895,2,__label__2 A photograph shows a burnt-out car amidst the wreckage of protests in Minneapolis following the May 2020 death of George Floyd.
photo shows huge charter busses black lives matter bought to transport members to riots.,politifact,1077,3,__label__3 photo shows huge charter busses black lives matter bought to transport members to riots.
the government of italy is calling for the arrest of bill gates ,snopes,257,1,__label__1 the government of italy is calling for the arrest of bill gates 
scores of politicians and others are on a list of sex cases from newly unsealed ghislaine maxwell court documents.,politifact,1055,3,__label__3 scores of politicians and others are on a list of sex cases from newly unsealed ghislaine maxwell court documents.
the government in oklahoma is planning to detain people unless they can show proof of vaccination,snopes,335,1,__label__1 the government in oklahoma is planning to detain people unless they can show proof of vaccination
"a list of 11 names are marines that gave their lives this week for everyone in this country. there is no media for them, not even a mention of their names.",politifact,1271,3,"__label__3 a list of 11 names are marines that gave their lives this week for everyone in this country. there is no media for them, not even a mention of their names."
says a photo shows a memorial vandalized by black lives matter protesters.,politifact,15,3,__label__3 says a photo shows a memorial vandalized by black lives matter protesters.
amid the covid 19 outbreak minnesota now has the highest unemployment rate in us history,politifact,515,1,__label__1 amid the covid 19 outbreak minnesota now has the highest unemployment rate in us history
an image shows the official covid 19 series of nfl helmets ,snopes,324,1,__label__1 an image shows the official covid 19 series of nfl helmets 
images show mass graves being dug in new york to bury victims of the covid 19 coronavirus disease pandemic in 2020,snopes,768,0,__label__0 images show mass graves being dug in new york to bury victims of the covid 19 coronavirus disease pandemic in 2020
say televangelist pat robertson said some young people are doing all kinds of unnatural things with their sex organs when people do that they transfer all kinds of chemicals from ladies private parts and thats where i think the (corona)virus came from,politifact,607,1,__label__1 say televangelist pat robertson said some young people are doing all kinds of unnatural things with their sex organs when people do that they transfer all kinds of chemicals from ladies private parts and thats where i think the (corona)virus came from
buffalo protester shoved by police could be an antifa provocateur. 75 year old martin gugino was pushed away after appearing to scan police communications in order to black out the equipment ... was aiming scanner. could be a set up?,politifact,1191,3,__label__3 buffalo protester shoved by police could be an antifa provocateur. 75 year old martin gugino was pushed away after appearing to scan police communications in order to black out the equipment ... was aiming scanner. could be a set up?
"i have also overseen historic funding increases for high-quality child care, enabling 17 states to help more children, many of which have reduced or eliminated their waitlists altogether.",politifact,1000,2,"__label__2 i have also overseen historic funding increases for high-quality child care, enabling 17 states to help more children, many of which have reduced or eliminated their waitlists altogether."
"nfl player stood alone while his whole team stayed in the locker room during the national anthem, a real american patriot!",politifact,934,2,"__label__2 nfl player stood alone while his whole team stayed in the locker room during the national anthem, a real american patriot!"
"A video taken at a George Floyd protest in Denver on the night of May 29, 2020 shows police officers firing pepper balls at a car after the driver told them the passenger was pregnant. ",snopes,905,2,"__label__2 A video taken at a George Floyd protest in Denver on the night of May 29, 2020 shows police officers firing pepper balls at a car after the driver told them the passenger was pregnant. "
hospitals get paid $750 for patients who die from the flu $17500 for covid 19,politifact,222,1,__label__1 hospitals get paid $750 for patients who die from the flu $17500 for covid 19
more than 20 police officers are dead now because of the riots.,politifact,179,3,__label__3 more than 20 police officers are dead now because of the riots.
"in boone county (missouri) with a 1.7% unemployment rate, we cant find enough people, we cant fill all the job openings.",politifact,978,2,"__label__2 in boone county (missouri) with a 1.7% unemployment rate, we cant find enough people, we cant fill all the job openings."
march 2020 was the first march without a school shooting in the us since 2002,snopes,99,1,__label__1 march 2020 was the first march without a school shooting in the us since 2002
covid 19 is here to stay and we need to accept that and be prepared to deal with covid long term,politifact,836,0,__label__0 covid 19 is here to stay and we need to accept that and be prepared to deal with covid long term
under us president donald trump federal authorities are confiscating orders of personal protective equipment (ppe) from local governments amid the covid 19 pandemic,snopes,757,0,__label__0 under us president donald trump federal authorities are confiscating orders of personal protective equipment (ppe) from local governments amid the covid 19 pandemic
the novel coronavirus was man made,politifact,521,1,__label__1 the novel coronavirus was man made
us president donald trump tweeted in 2014 that governors were making a mistake by backing off ebola quarantines ,snopes,761,0,__label__0 us president donald trump tweeted in 2014 that governors were making a mistake by backing off ebola quarantines 
texas ranks 3rd highest among states for the number of people who have recovered from the coronavirus,politifact,22,0,__label__0 texas ranks 3rd highest among states for the number of people who have recovered from the coronavirus
a viral photograph showing a canine coronavirus vaccine demonstrates that there should already exist a human vaccine for covid 19,snopes,356,1,__label__1 a viral photograph showing a canine coronavirus vaccine demonstrates that there should already exist a human vaccine for covid 19
richard rose of port clinton ohio died of covid 19 after earlier vowing not to buy a face mask and dismissing advice to use face masks as hype,snopes,733,0,__label__0 richard rose of port clinton ohio died of covid 19 after earlier vowing not to buy a face mask and dismissing advice to use face masks as hype
"north carolina's democratic primary is open to all registered voters, regardless of registration.",politifact,1341,3,"__label__3 north carolina's democratic primary is open to all registered voters, regardless of registration."
says nancy pelosi tweeted that she was disgusted with donald trump over taxes,politifact,1253,3,__label__3 says nancy pelosi tweeted that she was disgusted with donald trump over taxes
mass vaccination for covid 19 in senegal was started yesterday (48) and the first 7 children who received it died on the spot,politifact,611,1,__label__1 mass vaccination for covid 19 in senegal was started yesterday (48) and the first 7 children who received it died on the spot
says americas most violent cities are that way because of their democratic politics,politifact,1151,3,__label__3 says americas most violent cities are that way because of their democratic politics
a letter from california authorities warns that residents who receive state assistance benefits will no longer be eligible for them if they don't get tested for covid 19; further if parents test positive children in their household who test negative will be placed in temporary foster care until their parentsguardians recover ,snopes,340,1,__label__1 a letter from california authorities warns that residents who receive state assistance benefits will no longer be eligible for them if they don't get tested for covid 19; further if parents test positive children in their household who test negative will be placed in temporary foster care until their parentsguardians recover 
us sen lindsey graham said president trump probably knows more about medicine and specifically viruses than any of the so called scientists at the nih and cdc,snopes,431,1,__label__1 us sen lindsey graham said president trump probably knows more about medicine and specifically viruses than any of the so called scientists at the nih and cdc
"back in 2005, when we did that first point-in-time count, there were over 188,000 thousand people that were deemed homeless in the state of california. _Â¦ thats 35,000 more than we have today.",politifact,990,2,"__label__2 back in 2005, when we did that first point-in-time count, there were over 188,000 thousand people that were deemed homeless in the state of california. _Â¦ thats 35,000 more than we have today."
says the cdc recommends men shave their beards to protect against coronavirus,politifact,217,1,__label__1 says the cdc recommends men shave their beards to protect against coronavirus
"Triscuit crackers are so named because they are biscuits ""baked by electricity.""",snopes,911,2,"__label__2 Triscuit crackers are so named because they are biscuits ""baked by electricity."""
says nancy pelosis daughter is on the board of the kennedy center so thats why it was so important to send them all that money,politifact,203,1,__label__1 says nancy pelosis daughter is on the board of the kennedy center so thats why it was so important to send them all that money
the new york times published tucker carlsons home address and location.,politifact,1091,3,__label__3 the new york times published tucker carlsons home address and location.
wayfair ceo steps down.,politifact,1102,3,__label__3 wayfair ceo steps down.
the mortality rate for the flu is right around that of the new coronavirus: its right around 2,politifact,93,1,__label__1 the mortality rate for the flu is right around that of the new coronavirus: its right around 2
A photograph shows an arrested looter amid social unrest in 2020 wearing blackface.,snopes,1011,3,__label__3 A photograph shows an arrested looter amid social unrest in 2020 wearing blackface.
says house speaker nancy pelosi deleted a video of her telling people to go to chinatown,politifact,68,1,__label__1 says house speaker nancy pelosi deleted a video of her telling people to go to chinatown
"all money donated to black lives matter goes directly to act blue, a democrat super pac that then feeds the money to democrat candidates.",politifact,1182,3,"__label__3 all money donated to black lives matter goes directly to act blue, a democrat super pac that then feeds the money to democrat candidates."
"Minnesota Attorney General Keith Ellison once tweeted a picture of himself holding a book titled ""Antifa: The Anti-Fascist Handbook."" ",snopes,284,2,"__label__2 Minnesota Attorney General Keith Ellison once tweeted a picture of himself holding a book titled ""Antifa: The Anti-Fascist Handbook."" "
the coronavirus is simply the common cold,politifact,696,1,__label__1 the coronavirus is simply the common cold
cuba has a lung cancer vaccine we in the us had no access to because we sanctioned cuba.,politifact,85,2,__label__2 cuba has a lung cancer vaccine we in the us had no access to because we sanctioned cuba.
satellite data show a large release of sulfur dioxide gas from the outskirts of wuhan china and could be viewed as evidence of the mass cremation of new coronavirus victims ,snopes,434,1,__label__1 satellite data show a large release of sulfur dioxide gas from the outskirts of wuhan china and could be viewed as evidence of the mass cremation of new coronavirus victims 
"George Floyd, the Minneapolis man who died in police custody in May 2020, appeared on ""Judge Judy"" as a teenager. ",snopes,1006,3,"__label__3 George Floyd, the Minneapolis man who died in police custody in May 2020, appeared on ""Judge Judy"" as a teenager. "
on february 7 the who warned about the limited stock of ppe that same day the trump administration announced it was sending 18 tons of masks gowns and respirators to china,politifact,153,0,__label__0 on february 7 the who warned about the limited stock of ppe that same day the trump administration announced it was sending 18 tons of masks gowns and respirators to china
michigan house passes bill to voluntarily begin placing human implantable microchips into the bodies of all state government employees,politifact,75,3,__label__3 michigan house passes bill to voluntarily begin placing human implantable microchips into the bodies of all state government employees
says the state of maryland issued these independence day 2020 safety guidelines.,politifact,1176,3,__label__3 says the state of maryland issued these independence day 2020 safety guidelines.
says eight iowa counties have more adults registered to vote than voting-aged adults living there.,politifact,1351,3,__label__3 says eight iowa counties have more adults registered to vote than voting-aged adults living there.
dr abdu sharkawy an infectious diseases specialist penned a viral facebook post warning about the loss of reason in the face of panic over the new coronavirus in 2020,snopes,789,0,__label__0 dr abdu sharkawy an infectious diseases specialist penned a viral facebook post warning about the loss of reason in the face of panic over the new coronavirus in 2020
the gates foundation tested a polio vax in india between 2000 & 2017 and paralysed 496000 children,politifact,580,1,__label__1 the gates foundation tested a polio vax in india between 2000 & 2017 and paralysed 496000 children
florida is doing over five times better than new jersey and new york in covid 19 deaths per million people,politifact,446,1,__label__1 florida is doing over five times better than new jersey and new york in covid 19 deaths per million people
quotes sen lindsey graham as saying president trump probably knows more about medicine and specifically viruses than any of the so called scientists at the nih and cdc,politifact,703,1,__label__1 quotes sen lindsey graham as saying president trump probably knows more about medicine and specifically viruses than any of the so called scientists at the nih and cdc
"says joe biden proposed killing over 600,000 jobs supported by fracking.",politifact,188,3,"__label__3 says joe biden proposed killing over 600,000 jobs supported by fracking."
i would do press events in may i would never be asked about coronavirus'',politifact,271,1,__label__1 i would do press events in may i would never be asked about coronavirus''
"says kamala harris said once trumps gone from the white house, well be coming for you next. you will feel the vengeance of a nation.",politifact,1138,3,"__label__3 says kamala harris said once trumps gone from the white house, well be coming for you next. you will feel the vengeance of a nation."
"Isaiah Anthony Wayne Jackson of Springfield, Ohio, was arrested in connection with a widely shared photograph of a man kneeling on a toddler's neck along with the caption ""BLM now mf.""",snopes,884,2,"__label__2 Isaiah Anthony Wayne Jackson of Springfield, Ohio, was arrested in connection with a widely shared photograph of a man kneeling on a toddler's neck along with the caption ""BLM now mf."""
says target ended its heroes & helpers program that pairs children with police officers for holiday shopping trips.,politifact,236,3,__label__3 says target ended its heroes & helpers program that pairs children with police officers for holiday shopping trips.
says alexandria ocasio cortez tweeted its vital that governors maintain restrictions on businesses until after the november elections because economic recovery will help trump be re elected a few business closures or job losses is a small price to pay to be free from his presidency #keepusclosed,politifact,487,1,__label__1 says alexandria ocasio cortez tweeted its vital that governors maintain restrictions on businesses until after the november elections because economic recovery will help trump be re elected a few business closures or job losses is a small price to pay to be free from his presidency #keepusclosed
there is a group going to homes and pretending to be officials from home affairs. they have documents with the letterhead department of home affairs and claim to be confirming that everyone has a valid id for the upcoming census. they are robbing homes.,politifact,1305,3,__label__3 there is a group going to homes and pretending to be officials from home affairs. they have documents with the letterhead department of home affairs and claim to be confirming that everyone has a valid id for the upcoming census. they are robbing homes.
gas is under $1 in 13 states but $227 in pennsylvania because of the governor,politifact,559,1,__label__1 gas is under $1 in 13 states but $227 in pennsylvania because of the governor
59 people die as pastor gives them dettol to drink in church to prevent coronavirus,politifact,117,1,__label__1 59 people die as pastor gives them dettol to drink in church to prevent coronavirus
says the governors of michigan new york and nevada have issued orders banning the prescription of hydroxychloroquine to patients with covid 19,politifact,637,1,__label__1 says the governors of michigan new york and nevada have issued orders banning the prescription of hydroxychloroquine to patients with covid 19
the naacp has endorsed me every time i've run.,politifact,1218,3,__label__3 the naacp has endorsed me every time i've run.
i all the way back in january warned (president trump that) this pandemic was coming i talked about what we needed to do,politifact,801,0,__label__0 i all the way back in january warned (president trump that) this pandemic was coming i talked about what we needed to do
right wing commentator bill mitchell tweeted someone let me know when 55000 americans have died from covid 19 coronavirus disease,snopes,750,0,__label__0 right wing commentator bill mitchell tweeted someone let me know when 55000 americans have died from covid 19 coronavirus disease
nancy pelosi said congress shall not vote remotely because it is not secure! while also saying that americans should all vote for president by mail!,politifact,512,1,__label__1 nancy pelosi said congress shall not vote remotely because it is not secure! while also saying that americans should all vote for president by mail!
there was no effort to get american experts into china after it announced the coronavirus and we had one person in country (and trump) pulled him out of the country,politifact,633,1,__label__1 there was no effort to get american experts into china after it announced the coronavirus and we had one person in country (and trump) pulled him out of the country
"when we discovered, i discovered, that we were doing many, many, too many stop and frisks, we cut 95% of it out.",politifact,994,2,"__label__2 when we discovered, i discovered, that we were doing many, many, too many stop and frisks, we cut 95% of it out."
"protest vandalism in richmond all started two weeks ago when mayor stoneys police gassed - tear gassed - a peaceful crowd of protesters, moms and children, at 7:30 p.m. sharp.",politifact,1148,3,"__label__3 protest vandalism in richmond all started two weeks ago when mayor stoneys police gassed - tear gassed - a peaceful crowd of protesters, moms and children, at 7:30 p.m. sharp."
"Nickelodeon, the children's network, went off air for eight minutes and 46 seconds to protest police brutality. ",snopes,907,2,"__label__2 Nickelodeon, the children's network, went off air for eight minutes and 46 seconds to protest police brutality. "
"california gov. gavin newsom is sending ballots to millions of people, anyone living in the state, no matter who they are or how they got there, will get one and the election is rigged.",politifact,1226,3,"__label__3 california gov. gavin newsom is sending ballots to millions of people, anyone living in the state, no matter who they are or how they got there, will get one and the election is rigged."
joe biden just told @lawrence that as president he would veto medicare for all if it passed both houses and came to his desk.,politifact,126,2,__label__2 joe biden just told @lawrence that as president he would veto medicare for all if it passed both houses and came to his desk.
denver councilwoman candi cdebaca tweeted #solidarity in response to a post suggesting that if infected with new coronavirus a person would attend as many trump rallies as possible ,snopes,790,0,__label__0 denver councilwoman candi cdebaca tweeted #solidarity in response to a post suggesting that if infected with new coronavirus a person would attend as many trump rallies as possible 
its not that theres a virus shield between canada (4500 deaths) and the us (80000 deaths) what exists is a difference in leadership,politifact,829,0,__label__0 its not that theres a virus shield between canada (4500 deaths) and the us (80000 deaths) what exists is a difference in leadership
the democrats are pushing for an implanted microchip in humans and everyone to be vaccinated,politifact,116,1,__label__1 the democrats are pushing for an implanted microchip in humans and everyone to be vaccinated
says bbc prematurely reported ghislaine maxwell moved to intensive care as coronavirus symptoms worsen,politifact,473,1,__label__1 says bbc prematurely reported ghislaine maxwell moved to intensive care as coronavirus symptoms worsen
a video shows a group of people celebrating the end of covid 19 restrictions in new zealand ,snopes,740,0,__label__0 a video shows a group of people celebrating the end of covid 19 restrictions in new zealand 
antifa are killing our police. looting our businesses. assaulting the elderly and burning our churches.,politifact,1143,3,__label__3 antifa are killing our police. looting our businesses. assaulting the elderly and burning our churches.
says the obama administration was doing pattern-or-practice investigations of discrimination by police departments and donald trump came in with jeff sessions and undid those.,politifact,950,2,__label__2 says the obama administration was doing pattern-or-practice investigations of discrimination by police departments and donald trump came in with jeff sessions and undid those.
models projecting covid 19 deaths are talking about without mitigation,politifact,57,1,__label__1 models projecting covid 19 deaths are talking about without mitigation
says as president he has total authority to re open states amid the covid 19 pandemic,politifact,603,1,__label__1 says as president he has total authority to re open states amid the covid 19 pandemic
almost 200 people in italy died from the coronavirus in a 24 hour period between march 11 and 12 2020,snopes,786,0,__label__0 almost 200 people in italy died from the coronavirus in a 24 hour period between march 11 and 12 2020
new york city could pay to house its homeless population in hotel rooms currently sitting vacant but mayor bill de blasio has absolutely to this point refused to do that,politifact,830,0,__label__0 new york city could pay to house its homeless population in hotel rooms currently sitting vacant but mayor bill de blasio has absolutely to this point refused to do that
video shows joe biden stuttering after being asked about touching women without their permission on the view.,politifact,119,3,__label__3 video shows joe biden stuttering after being asked about touching women without their permission on the view.
says a military humvee labeled covid 19 quarantine team was on interstate 696 in michigan,politifact,656,1,__label__1 says a military humvee labeled covid 19 quarantine team was on interstate 696 in michigan
says president donald trump is still yet to say anything as the president of the united states about bounties on american troops.,politifact,1088,3,__label__3 says president donald trump is still yet to say anything as the president of the united states about bounties on american troops.
says the new york times exposed the real reason behind coronavirus hype: crash the market to harm trumps re election chances,politifact,669,1,__label__1 says the new york times exposed the real reason behind coronavirus hype: crash the market to harm trumps re election chances
says sen. chuck schumer deleted a feb. 5 tweet criticizing president donald trumps decision to ban some forms of travel to and from china.,politifact,105,3,__label__3 says sen. chuck schumer deleted a feb. 5 tweet criticizing president donald trumps decision to ban some forms of travel to and from china.
this lady here applied sanitizer to her handsforearms & went to the kitchen to cook the moment she turned on the gas stove her hands caught fire due to the alcohol contained in the sanitizer,politifact,635,1,__label__1 this lady here applied sanitizer to her handsforearms & went to the kitchen to cook the moment she turned on the gas stove her hands caught fire due to the alcohol contained in the sanitizer
the cause of country music star joe diffie's death was lung cancer ,snopes,369,1,__label__1 the cause of country music star joe diffie's death was lung cancer 
you had the last two administrations deport twice as many people as we deported  twice as many.,politifact,268,2,__label__2 you had the last two administrations deport twice as many people as we deported  twice as many.
an audio message lists five ways people can prevent the novel coronavirus,politifact,655,1,__label__1 an audio message lists five ways people can prevent the novel coronavirus
a long list shows new cdc guidelines for reopening schools,politifact,819,0,__label__0 a long list shows new cdc guidelines for reopening schools
trump lost a trade war that he started.,politifact,935,2,__label__2 trump lost a trade war that he started.
almost 75 percent of the deaths from covid 19 in the state of texas are a result of people contracting covid 19 who are age 65 and older,politifact,822,0,__label__0 almost 75 percent of the deaths from covid 19 in the state of texas are a result of people contracting covid 19 who are age 65 and older
says that under order from gov tony evers he and his eight children cant legally have dinner together anymore,politifact,866,0,__label__0 says that under order from gov tony evers he and his eight children cant legally have dinner together anymore
says no one has died from the coronavirus in the united states,politifact,46,1,__label__1 says no one has died from the coronavirus in the united states
the official costco facebook page sarcastically told sharon that her opposition to wearing a mask in its stores would someday be the subject of a documentary ,snopes,349,1,__label__1 the official costco facebook page sarcastically told sharon that her opposition to wearing a mask in its stores would someday be the subject of a documentary 
"antifa now banging on residents doors in seattle, demanding food & supplies. if they dont get it, the house gets vandalized.",politifact,1168,3,"__label__3 antifa now banging on residents doors in seattle, demanding food & supplies. if they dont get it, the house gets vandalized."
says black babies die at rates twice as high as white babies because of a lack of access to affordable health care.,politifact,991,2,__label__2 says black babies die at rates twice as high as white babies because of a lack of access to affordable health care.
says spectrum will provide free internet to students during coronavirus school closures,politifact,876,0,__label__0 says spectrum will provide free internet to students during coronavirus school closures
us president donald trump golfed several times and held a number of rallies after learning about the threat of the coronavirus ,snopes,773,0,__label__0 us president donald trump golfed several times and held a number of rallies after learning about the threat of the coronavirus 
covid literally stands for chinese originated viral infectious disease,politifact,195,1,__label__1 covid literally stands for chinese originated viral infectious disease
"under my administration, 7 million americans have come off of food stamps, and 10 million people have been lifted off of welfare.",politifact,102,2,"__label__2 under my administration, 7 million americans have come off of food stamps, and 10 million people have been lifted off of welfare."
if you paid rent in march or april they got to give you your money back,politifact,4,1,__label__1 if you paid rent in march or april they got to give you your money back
in italy they have thrown their money on the streets a clear message to the whole world that money is not enough when health is in danger,politifact,619,1,__label__1 in italy they have thrown their money on the streets a clear message to the whole world that money is not enough when health is in danger
cory booker and all these people couldn't get any of the things that (michael) bloomberg's getting now with respect to dnc debate rules.,politifact,1003,2,__label__2 cory booker and all these people couldn't get any of the things that (michael) bloomberg's getting now with respect to dnc debate rules.
michigan gov gretchen whitmer has just been stripped of her emergency coronavirus powers by her state legislature,politifact,571,1,__label__1 michigan gov gretchen whitmer has just been stripped of her emergency coronavirus powers by her state legislature
says 80 of novel coronavirus cases are mild,politifact,52,0,__label__0 says 80 of novel coronavirus cases are mild
this particular pandemic is one where i dont think nationwide theres been a single fatality under 25,politifact,263,1,__label__1 this particular pandemic is one where i dont think nationwide theres been a single fatality under 25
says joe biden stuck a gun in an elderly womans mouth at a wisconsin rally,politifact,1258,3,__label__3 says joe biden stuck a gun in an elderly womans mouth at a wisconsin rally
rogue michigan official sent absentee ballots to 7.7 million people illegally and without authorization ahead of the primaries and general election.,politifact,1234,3,__label__3 rogue michigan official sent absentee ballots to 7.7 million people illegally and without authorization ahead of the primaries and general election.
at john lewis funeral obama told a room full of people that rooms full of people is too dangerous so we must mail in vote,politifact,443,1,__label__1 at john lewis funeral obama told a room full of people that rooms full of people is too dangerous so we must mail in vote
the president has exploded the debt by more than $3 trillion  all to give billion-dollar tax cuts to the wealthiest few.,politifact,1002,2,__label__2 the president has exploded the debt by more than $3 trillion  all to give billion-dollar tax cuts to the wealthiest few.
some states like montana and nebraska are getting more than $300000 in federal stimulus money per reported covid 19 case new york is the hardest hit state and yet we are getting only about $12000 per case,politifact,837,0,__label__0 some states like montana and nebraska are getting more than $300000 in federal stimulus money per reported covid 19 case new york is the hardest hit state and yet we are getting only about $12000 per case
says a rioter accidentally dropped a riot manual with detailed instructions.,politifact,1207,3,__label__3 says a rioter accidentally dropped a riot manual with detailed instructions.
