,id,tweet,label
1038,1039,A YouTube video shared thousands times claims children died novel Guinea.,fake
1039,1040,???Bill Gates Explains That The Vaccine Will Use Experimental Technology And Permanently Alter Your DNA??�,fake
1041,1042,NEWS! Social services investigate parents didn’t travel 250 miles help https://t.co/hYioTSdLGp https://t.co/kJ6BECit7e,fake
1042,1043,Seventy-three Japanese police officers COVID-19 handling bodies.,fake
1044,1045,Hospitals proves epidemic doesn't exist.,fake
1047,1048,"China's gorges dam faces severe flooding yangtze overflows, Yangtze River Flood In Streets 3 Bridges Collepsed In flood.",fake
1052,1053,An image cure coronavirus.,fake
1057,1058,"To military family country: thank you, thank you, thank you. https://t.co/aFycPRFNoB",fake
1059,1060,If donate blood “they HAVE you” coronavirus.,fake
1062,1063,Although Germany closes borders refugees migrants come medically checked coronavirus.,fake
1063,1064,"Industrial bleach sold Amazon 'miracle mineral solution' COVID-19 https://t.co/QN73YuIOLa @wionews Please time read story can, donate! If that's possible you, story!https://t.co/Ti0lowC8o4",fake
1064,1065,This Indian map redesigned American CEO marked Indian states population equal population countries. He tried explain employees India indirectly handling COVID-19 situation countries. It's management problem efficient manner. He praised Modiji unique way.,fake
1066,1067,???Oklahoma 100% rate Trump Tulsa rally.??�,fake
1067,1068,Community Steam inhalation smokers #indiafightsforcorona #recovery #asthma #COPD #steamroom https://t.co/poT0kW8JAF,fake
1072,1073,"Hydroxychloroquine treatment cures this- stop. We dont need vaccine- push untested early, push stay home vaccine, virus.",fake
1073,1074,The President United States America Donald Trump COVID-19.,fake
1074,1075,Fit immune novel,fake
1077,1078,"PIB clarified PMSBY doesn't cover related deaths, PMJJBY covers deaths certain conditions.",fake
1081,1082,President Trump said 99% COVID-19 totally harmless. That’s False. From deaths hospitalizations growing list ailments hit mild numbers say claim wrong. https://t.co/rnqVXpEZEx https://t.co/mHLwMFJt6k,fake
1084,1085,Messages claim Government knows times thanks application Google installed phones.,fake
1085,1086,Claim Fox said Trump COVID-19.,fake
1086,1087,"The message clearly states dies extreme heat, therefore, advised increase body temperature consuming foods 2-3 raw garlic cloves – 2 times day, turmeric milk – day, pomegranate papaya fruits, green tea, carom seeds, ginger, black pepper, etc.",fake
1087,1088,???Corona Florida man arrested robbery using cough weapon.??�,fake
1093,1094,"patients started appearing public places streets Pune 😢 The situation dire, kindly care family Stay safe ...🙏🏻 #corona #pune https://t.co/Qr7UWBEyW5",fake
1094,1095,U.S. Senator Lindsey Graham says President Trump “probably knows medicine specifically viruses so-called scientists NIH CDC.”,fake
1097,1098,"#coronavirus Police patrols steel forks, iron bars guns... Is way stopped outbreak? No way...! #coronavirus https://t.co/f7JztPmpgn",fake
1099,1100,"Prime Minister @ScottMorrisonMP says ""epidemiology curve beginning flatten"". But know? RMIT ABC Fact Check explores data: https://t.co/1ZuBQhqvKJ #factcheck #coronavirusfacts #datoscoronavirus https://t.co/2VGlrj2isJ",fake
1101,1102,"@factgasm2 No, it's reflection Covid bullshit yes, no, it's deadly think it's blown proportion shut blame public demise ... Age old Tory trick ...",fake
1105,1106,I've decided opt KCL tracker COVID-19 study. It resent majority issues sidelined thanks virus. I understand dangerous. But NHS shut prevent spread. #frustrated,fake
1106,1107,Says BBC prematurely ???Ghislaine Maxwell moved intensive care worsen.??�,fake
1107,1108,NEWS! Doctors warn loss sense taste caused Coronavirus result buying Nickelback albums https://t.co/oVdgPvQOH5 https://t.co/S0olBoooO6,fake
1108,1109,Video claims 19 bacteria treated antibiotics,fake
1109,1110,Media Blackout: Why Newspapers Aren’t Reporting About Covid-19 Virus https://t.co/SVJAYOJXfZ,fake
1111,1112,"A Facebook claiming ""50 million people"" died second wave Spanish flu (1918) just got vaccine. The compares situation new warns getting Covid-19 ready.",fake
1113,1114,Drinking alcohol kills coronavirus.,fake
1116,1117,It didn’t bad. Donald Trump utterly failed prepare delayed taking necessary steps safeguard nation near-worst-case-economic scenario living. https://t.co/oFOuf4GbeB,fake
1117,1118,"Says N.Y. Gov. Andrew Cuomo ???rejected buying recommended 16,000 ventilators 2015 pandemic, pandemic, established death panels lotteries instead. So, chance buy, 2015, 16,000 ventilators low price, turned down.??�",fake
1118,1119,The new developed Ukraine.,fake
1121,1122,_The novel ???man-made.??�_,fake
1125,1126,Cases big number testing. Mortality rate way down!!!,fake
1126,1127,"The words president matter — Donald Trump used downplay COVID-19, pass blame others, mislead American people. I opposite. https://t.co/6ZViv3tdW7",fake
1128,1129,A claims compulsory vacination violates principles bioethics doesn't exist PCR returns false positives influenza related COVID-19.,fake
1129,1130,CoronaVac developed China Brazil funded Bill Gates.,fake
1130,1131,"Multiple posts shared repeatedly Facebook Twitter claim Hong Kong medical lab warned novel remain viable fruits vegetables 12 hours ""avoid salads"" fears contracting COVID-19.",fake
1131,1132,400 yatris stuck Vaishno Devi covid19.,fake
1133,1134,"@UgariticMan If research, global reset works long time. This Coronavirus weapon bio-engineered Communist Chinese military unleashed October 2019 kill elderly/ill (“useless feeders”) just catalyst NWO.",fake
1135,1136,RT @PolitiFactWisc: Wisconsin trending poorly COVID-19 Gov. Tony Evers’ stat isn’t quite right.,fake
1136,1137,India's Minister State AYUSH Shripad Naik held press conference claiming Prince Charles followed Ayurveda recovering soon.,fake
1138,1139,"Telangana counted 122% high Risk zone..In entire Country Please things granted . Wear face step home,carry hand sanitizer use time again. Please don't accept kind things other. Don't attend mass gathering, functions ,or kind parties. One small mistake invites 19 house.",fake
1140,1141,"The message read: “An opinion given: 5 PM, 22nd Mar, ‘amavasya’, darkest month; virus, bacteria evil force max potential & power! Clapping shankh vibrations reduce/ destroy potency Moon passing new ‘nakshatra’ Revati. cumulative vibration betters blood circulation.”",fake
1141,1142,"@TomDoubting @emsops @Gram247 @Lastplace_champ @rjocore99 @claire131313 @Lor_blueeyes @VinceGottalotta @triadaxiom @213NeverLanD @Abigail61972496 @VILVNV @ShartaldTrump @ic_lib @grampazachary @TheChemo7582 @Badams820 @VoiceOfReasonNW @osage_or @RobfromMO @newsjunky2 @StowBill @BDemocratsfor @ArchLuminous @dfalsept @d1017baby @NumbersMean @DementedMinx @ChiefLizWarren @DCooty @HairSammys @csuwildcat @riggletown @FaylonLinda @MollysMommy1212 @realeftypickit @MinnesotaExpat @Karen_Kong_ @cubancafecito @NitramLand @JackRog34828783 @Sasquatchsmokey @Fueldog1 @Alan03269624 @ArthurCasey514 @Dadsbreak @LiamKingman @Tina67757191 @SwampFox214 @Dee_Easley FAUCI knew 2005 Chloroquine Hydroxychloroquine effective coronavirus. THIS STUDY HIS AGENCY PUBLISHED 2005 ""Chloroquine potent inhibitor SARS spread."" https://t.co/TrogTU2vAD",fake
1142,1143,"#coronavirus #Covid19 #NYC NYC Millions #coronavirus 200,000 die U.S., county's infectious-disease expert Anthony Fauci warned Sunday, Bloomberg reports. #CoronavirusOutbreak https://t.co/olLpIhVVA4",fake
1143,1144,New exemption card indicates medical condition asshole #COVID19 https://t.co/ajI0KymHyU https://t.co/h0Jxkn5BLz,fake
1144,1145,"There 59 Nagpur doctors, ventilator",fake
1145,1146,Home gyms struggle retain members early-pandemic trial period ends #Gyms https://t.co/SKfG22mqbl https://t.co/01jt1s5T8a,fake
1147,1148,Back March deputy prime minister @BarnabyJoyce said deaths snake bite outnumbered COVID-19 deaths factor 30 40. But moves quickly claim rapidly aged. This #CoronaCheck: https://t.co/OwQ9WVsciC #coronavirusfacts https://t.co/6a3OHGUVhI,fake
1149,1150,Countries exporting COVID-19 “diagnostic instruments” 2018,fake
1151,1152,"Only 56 deaths collapse world economy, thousands die daily tuberculosis, hepatitis B, diseases.",fake
1152,1153,China concerned Western authoritarian cover outbreaks #CoronaVirusUpdates #COVIDー19,fake
1153,1154,"China PM told we'll translate Quran realised way protect korona doing 'sajtha' Allah went mosque pray, Masha llah👇",fake
1155,1156,Some @WHO “myth busters” COVID-19: spraying alcohol chlorine body kill viruses; drinking alcohol smoking eating garlic does protect COVID-19; sesame oil does kill it. A fact-check: https://t.co/b3QfVre5Zs,fake
1157,1158,"The called ""plague"" WHO; 2.9 million 950680 died.",fake
1161,1162,#FactChecking : Has #Israel discovered #COVID19 vaccine? https://t.co/JPTkvwVyul,fake
1169,1170,"7 Indian states saw decrease active #coronavirus 24 hours. List includes big names like #Delhi, #Maharashtra. #Hope https://t.co/3SpTtRIaN9",fake
1171,1172,A viral video claiming Myanmar resistance coronavirus. The narration says Myanmar eat rice fish paste vegetables don't need worry immune systems stronger west.,fake
1173,1174,Prisons release offenders early prevent Coronavirus spread US penal https://t.co/dAkVBwVuN5 #coronavirus #prisoners,fake
1176,1177,Videos pigs buried China outbreak.,fake
1178,1179,"“COVID barely kills anyone,” says man probably pretty annoyed killed https://t.co/Y25ZGxX1h1 https://t.co/OkothgOOWB",fake
1180,1181,"@MrMBrown On cheap Bourbon gargle throat. Best killers world, pure battery acid :)",fake
1181,1182,Prince Harry Ordered Home By Prince Charles Due To Coronavirus? https://t.co/Skvkt4naYp,fake
1182,1183,Andrés Fabián Hurtado Mayor Ibagué says city lost million jobs,fake
1186,1187,Mumbai West Bengal migrant train 10th May 2020,fake
1188,1189,A video shows man claiming Tablighi Jamaat (a Muslim group) spitting police putting quarantine.,fake
1190,1191,“If flu shot 3-5 years probably positive” COVID-19.,fake
1191,1192,AIIMS released list respiratory Covid-19 similar diseases.,fake
1193,1194,"@NeoPineal ""We deniers"" Some deserve locked up.",fake
1195,1196,Joe Biden’s claim different response Trump prevented death goes far experts said. We rated False. https://t.co/mMeeJA9oJB,fake
1197,1198,An alleged audio Argentinian prisoner claims 1900 inmates released Devoto prison Monday.,fake
1198,1199,In Fox News Sunday interview President Trump said “We lowest mortality rates world” COVID-19. Chris Wallace fact-checked real time. Now too. We say: False. https://t.co/u0lS18rda5,fake
1199,1200,"""Eating salt frequently protects corona better wearing mask.""",fake
1200,1201,Coronavirus: new discovery changes things https://t.co/dZgGbOCtWN,fake
1203,1204,Man Ordered Family Out On Military Manouevres https://t.co/Sk3glW7WhU #kids #coronavirus #military #lockdown #wargames,fake
1207,1208,Ellie Goulding says doesn’t understand means F1 stop. “Couldn’t drivers just helmets time?” said https://t.co/eNLrxa6mNs,fake
1209,1210,Graphics COVID-19 containing UNICEF branding inaccurate information.,fake
1212,1213,"“Ministry AYUSH, Govt. India suggested use #homeopathic medicine #Arsenicum album-30 possible role #preventing #COVID19 #infection” said Dr. Anil Khurana, Director General,Central Council Research Homoeopathy #Health #PHDCCI #healthcare @MoHFW_INDIA",fake
1218,1219,The photo shows bedding food aid packages distributed Rwanda,fake
1221,1222,A video purporting attack doctors avenged policemen.,fake
1222,1223,Two psychics book CIA predicted COVID-19 pandemic.,fake
1225,1226,"A video policeman taking man wandering ""lockdown Italy.""",fake
1229,1230,Hydrogels genome-modifying COVID-19 mRNA vaccines' delivery system. Hydrogels connect internet.,fake
1230,1231,Coronavirus gives weekend safety briefing https://t.co/QjO0Qv5eA1,fake
1231,1232,Oxford safe induces strong immune response early trial results suggest https://t.co/KtPy6fpItk,fake
1232,1233,"Everyone ensure mouth throat moist, dry. The advice attributed Japanese doctors treating COVID-19 reads sips water 15 minutes least.",fake
1235,1236,"Deaths Covid increased Gujarat's Rajkot rise. However, exact number unclear. City data shows 131 deaths, crematoriums &amp; burial grounds tell different story. ThePrint's @soniyaagrawal21 &amp; @manishamondal25 report. https://t.co/hluxfwDF8U",fake
1236,1237,Says photo shows South Carolina stay-at-home orders announced.,fake
1237,1238,People lying street China new coronavirus.,fake
1240,1241,"@Sookiecat12 The substance, chlorine dioxide, powerful bleach used textile manufacturing. The Grenons market “miracle mineral solution” MMS say drunk dilution cure illnesses including Covid, cancer, HIV/Aids condition autism.",fake
1243,1244,Multiple Facebook posts shared hundreds times claim Bill Gates’ “ultimate goal” “microchip [COVID-19] vaccine” create “virtual IDs”. The posts claim billionaire philanthropist New Zealand May June 2020 “to trial COVID-19 vaccine”.,fake
1244,1245,Facebook posts shared thousands times accuse lining streets body bags bid fool “fake” novel pandemic.,fake
1245,1246,The total number deaths Brazil decreased COVID-19 pandemic.,fake
1246,1247,Mass disinfection using chemical solution eradicate COVID-19,fake
1249,1250,While COVID-19 tests produce false-positive results they’re rare. Experts concerned false-negatives. https://t.co/uAsGDNxRw4,fake
1253,1254,Worlds #COVID19 Russia given Putin's daughter #RussianVaccine,fake
1255,1256,"A natural remedy kills coronavirus. Start pot boiling water stove. Cut peels oranges lemons – choice. Add sea salt pot boiling water. Add orange lemon peels pot boiling hot water. Boil high minutes. When water ingredients pot brought boil, turn heat, face pot breathe steam. Do 15 minutes stand.",fake
1256,1257,"France classifies Tunisia red zone COVID-19, Tunisia classifies France green area",fake
1257,1258,Israel manufactured,fake
1258,1259,"Bill & Melinda Gates Foundation building says ""Center Global Human Population Reduction"" front.",fake
1261,1262,Bloggers say Vatican reports Pope Francis second came positive.,fake
1263,1264,"Post says ""sanitizer coronavirus.""",fake
1264,1265,RT @factchecknet: Just like wash hands fight #COVID19 scrub chats contain #infodemic. Here guidelines…,fake
1265,1266,UN secretary-general announcement COVID-19 trials begin Africa.,fake
1268,1269,Twelve Florida Marlin Players Are Stricken With The Coronapalooza Virus https://t.co/T8jMIWM8Lb #coronavirus #baseball #floridamarlins,fake
1269,1270,Man week-long media break wonders awesome buffet https://t.co/oYh9IPeDIq #SocialDistancing #coronavirus https://t.co/5U8aoFz3vK,fake
1271,1272,"Kennedy Center, PBS donated Democrats getting COVID-19 stimulus money.",fake
1273,1274,Half million demanding investigation Bill Gates charging crimes humanity An investigation White House way.,fake
1277,1278,"The Business brothers Kolar sold land ₹25lak feed Poor's 19 Crisis Elected Representatives/MP/MLA/MLCs..Simply ""Our Servants"" (because 1.5lac/m tax) Spent Hard money ?! @PMOIndia @NITIAayog Bring Ordinance ...2 https://t.co/f9hTp1k8GW",fake
1280,1281,"Are kids ""17 times"" likely suffer flu COVID-19? It’s possible conclusive. @DanForestNC incorrectly uses ""ill effects"" deaths. His claim downplays risks COVID-19 focusing death: https://t.co/MIcw4tRvY7 @PolitiFactNC",fake
1282,1283,COVID-19 gas. This happened tonight streets Rome thousands birds lying everywhere.,fake
1283,1284,Great Idea Mass Steam Inhalation #pandemic @PMOIndia @rashtrapatibhvn @narendramodi @vijayrupanibjp @AmitShah #Gujarat #gujarati #COVID19 #corona #coronavirus https://t.co/Y5W5praRrM,fake
1284,1285,Photo shows Muslims Tamil Nadu state India floating Ramzan offer night prayers.,fake
1286,1287,"A picture states wearing protective ""slow inescapable suicide"" leads consuming dangerous carbon dioxide.",fake
1288,1289,People starting enter ERs fungal lung wearing masks!! Take breaks masks.,fake
1289,1290,In second consecutive India reports 50000 new taking overall confirmed case tally 16.3 lakh. Directorate General Civil Aviation extends suspension commercial international flights India till 31 August. #coronavirus #CoronavirusFacts https://t.co/QxgoQu2OOJ,fake
1290,1291,"Tasuku Honjo, Japanese Nobel Laureate medicine claiming COVID-19 Chinese-made virus.",fake
1292,1293,“Half workforce country just idled” coronavirus.,fake
1293,1294,A student Pondicherry University India home remedy COVID-19 accepted World Health Organization (WHO).,fake
1294,1295,"Minister Railway @ShkhRasheed said can’t close 12 trains immediately dont money refund passengers bought tickets advance. In view money shouldn’t given preference lives, request review decision. #CoronaInPakistan",fake
1297,1298,???Trump said ???hundreds??? governors calling him???& 50.??�,fake
1298,1299,"@SpokespersonCHN When Wuhan issued lockdown, just confirmed case US. When Us banned flights China. The number 8 China. Even China exporting virus, it's gov. covering truth cases. https://t.co/vJ1Sa7CwUm",fake
1305,1306,"The Gates Foundation ""tested polio vax India 2000 & 2017 paralysed 496,000 children.""",fake
1306,1307,Inhaling steam orange peels sea salt kill coronavirus.,fake
1310,1311,"Coronavirus Prince Hotel Mehdipatnam, worker inside positive, food cooked taken samples COVID-19 Virus,",fake
1314,1315,NEWS! Government pledges continue look like it’s doing defeat https://t.co/vAvG9TRYnP https://t.co/Ng8uaneNQo,fake
1316,1317,A video showed US President Trump psychic White House pray COVID-19 cease soon.,fake
1318,1319,"Famous Kaanipakam temple converted quartaine centre. And Audio responsible mentions decision taken collector.The worst Muslims ROMING freely chappal inside temple.Will Muslims roam inside masjid chappal shoes?? Is chitoor short Masjids ???What Happened Inspection Bangalow, Travellers BANGALOW , LODGES ETC?What trying do...",fake
1320,1321,Man Dismayed To Find His Health Insurance Doesn't Cover Him For Coronavirus https://t.co/XyTLUlsU8r #china #coronavirus #insurance,fake
1321,1322,Pole-dance strip club controversy rocks US Mr. Fauci cautioning https://t.co/VkC7RvyZNl #donaldtrump #covid19 #lapdance,fake
1323,1324,"During Fox News town hall President Trump said China ""had worst they’ve 67 years"" pandemic. We rated similar claim Mostly False. https://t.co/IGmacydYDV https://t.co/ni2bSSQ3jG",fake
1329,1330,"Trump's intervention American military justice pardon service members accused convicted war crimes betrays rule law, values make country exceptional &amp; men women wear uniform honorably. He fit command troops.",fake
1330,1331,Dr. Li Wenliang (the Chinese whistleblower doctor) proposed drinking tea cure COVID-19.,fake
1331,1332,"Since asked this, letting know I recommending Checkovir month. I life saver allergic rainy season year. Was group. I logical reduce probability corona antiviral layer https://t.co/2kRdHFwlOL",fake
1332,1333,How feel WhatsApp forward contains chilling details? Do feel curious check what's truth just forward know? Verify forwarding tell sender #MainBhiNewschecker. #CoronavirusFacts https://t.co/A8J4N0zexf,fake
1333,1334,China successfully anti-coronavirus serum Egypt presented Beijing Egyptian Minister Health.,fake
1335,1336,"""Slices lemon cup hot water save life. The hot lemon kill proliferation of"" novel coronavirus.",fake
1336,1337,Italian priest died refusing use respirator sacrificed younger person.,fake
1337,1338,"???U.S. hospitals preparing 96 million nearly half million deaths, leaked documents reveal.??�",fake
1340,1341,Says Joe Biden Gretchen Whitmer maskless Detroit Athletic Club ???while OUR children mandated wear playing outdoor sports.??�,fake
1341,1342,In Hong Kong destroyed 5G pole coronavirus.,fake
1342,1343,There Beijing. The epidemic did create problems Chinese economy. This proves new biological weapon Chinese destroy world.,fake
1344,1345,"RT @AgniChirag: ne kuchh ki naukri chheeni, aur kuchh ka dimaag...😐 https://t.co/Vi2DFCXRr2",fake
1348,1349,Purdue Pharma Recommends Oxycontin Treating Coronavirus Self-Quarantine Symptoms https://t.co/eOSzd4xOsB #bigpharma #covid19 #opioid,fake
1349,1350,The lack U.S. national disgrace. https://t.co/kD9cEFtAUR,fake
1356,1357,Kroger Corporate says employees wear flag wear BLM masks!,fake
1358,1359,34 Members Vogelcheck Family Come Down With Coronavirus After Holiday Event https://t.co/xWwEQACF4t,fake
1361,1362,An alleged bot Twitter controlled right wing uncovered mistake Spain.,fake
1363,1364,Covid rashes responsible hate? 😬🤣 Covid-19 skin rash website criticised lack BAME examples https://t.co/coAvzb2SmG,fake
1364,1365,Trump says stopped COVID-19 right we’d any. Pants Fire! https://t.co/WUKAZK9aLe @KHNews,fake
1365,1366,Photo shows Bill Clinton wearing John Lewis??? funeral.,fake
1366,1367,All elective non-emergency surgeries banned prioritize treatments prevent spread.,fake
1367,1368,All lives matter ! Black White Brown Muslim Dalit Rich Poor Animals #RIPHumanity Surely humans haven’t learnt lesson covid19. Nature way taking revenge. Karma strike ! https://t.co/SYwIyrLIJr,fake
1368,1369,Man Decides Yoga Is Not For Him https://t.co/DQAW9sIltR #coronavirus #lockdown #yoga,fake
1369,1370,#CoronaCheck: Liberal politicians @SenSHenderson @TimSmithMP linked Vic's recent #COVID19 surge Black Live Matters protests Melb But Vic's Chief Health Officer says linked family gatherings. Here facts: https://t.co/x7dXUHRUcD https://t.co/vAoWQsQOOe,fake
1370,1371,Fennel tea cure new coronavirus.,fake
1371,1372,President Trump's Facemask Speaks Out https://t.co/IxOXzQzRsm #donaldtrump #coronavirus #covid19 #facemasks,fake
1373,1374,The CDC recommends COVID-19 wear masks.,fake
1375,1376,Is New Modas operandi !! Currency notes lying unclaimed road triggered panic Hira Nagar area Indore - city emerged prime #Covid19India hotspots country.,fake
1380,1381,_A video clip leading opposition politician India viewed thousands times multiple Facebook Twitter posts alongside claim shows making confusing remark India???s classifying regional COVID-19 levels._,fake
1381,1382,A list purported COVID-19 safety shared multiple Facebook Instagram posts claim issued Indian Council Medical Research (ICMR) India’s leading research novel coronavirus.,fake
1384,1385,A video shows man rescued alive inside tomb. The caption states buried alive declared dead COVID-19.,fake
1385,1386,"Publications claim Brazilian deputy uncovered ""the great farce sick deceased COVID-19"" discovering field hospital.",fake
1386,1387,Some @WHO “myth busters” COVID-19: spraying alcohol chlorine body kill viruses; drinking alcohol smoking eating garlic does protect #COVID19; sesame oil does kill it. A fact-check: https://t.co/b3QfVqWv7U,fake
1387,1388,The isn’t new “Lysol listed viruses kills.”,fake
1392,1393,COVID-19 Means 'Certificate Identification Vaccination With Artificial Intelligence',fake
1393,1394,Don't fall hoaxes — certain race religion does make likely #coronavirus IFCN fact checkers find: https://t.co/e3BeSaj5Dc @factchecknet #CoronaVirusFacts #DatosCoronaVirus,fake
1397,1398,A viral image hints flu counted 24.500 deaths flu years ago.,fake
1398,1399,Coronavirus patient bites doctor's jugular USA.,fake
1399,1400,Says Gov. Tony Evers ???pushing firearm confiscation orders??�,fake
1400,1401,Belarus defeated quarantine.,fake
1401,1402,Bill Gates creating COVID-19 geolocate population.,fake
1402,1403,"1980's Rock Group ""The Knack"" Make Come Back Remake My Sharona My https://t.co/xkDHjLxLdm #coronavirus #songs #theknack",fake
1403,1404,Models projecting COVID-19 deaths “are talking mitigation.”,fake
1406,1407,Mosquito bites fast track transmission,fake
1408,1409,US shutdown internet stop spread new Online Coronavirus https://t.co/twJ6limxCu #donaldtrump #internet #news #coronavirus,fake
1409,1410,@HSELive Know answer? Vitamin D supplementation. Extensive clinical evidence sufficient Vitamin D reduces severity Covid-19. Hospital protocol Covid-19 France immediately treat Vit D deficiency. Chronic Vit D deficiency Ireland – action?,fake
1412,1413,MMS essential oils cures coronavirus.,fake
1416,1417,Once flu cause return false COVID-19. This latest #CoronaCheck. Don't believe internet. Watch #CoronaCheck @MadMorris instead #coronavirusfacts #datoscoronavirus https://t.co/ry6vePvtKi,fake
1418,1419,Promise:- 15 lakh account Delivery:- 15 lakh corona count #15LakhAaGaye #failedmodi #modigovernment #fail https://t.co/xXofMSbl2x,fake
1421,1422,This video shows dead victims amassed Bergamo (or Brescia) hospital.,fake
1426,1427,"The Chinese Government shooting corona virus-infected people, 45000 killed",fake
1428,1429,As India records 49000 new COVID-19 country inches closer 13 lakh confirmed case mark. Allahabad HC dismisses Saket Gokhale Mumbai based activist’s plea restrain Bhoomi Poojan Ram temple construction Uttar Pradesh #CoronavirusFacts https://t.co/agaiEMYKc7,fake
1431,1432,"Says Anthony Fauci???s statement death rate 10 times seasonal flu ???a claim scientific basis.""",fake
1436,1437,Face cause hypoxia; wearing causes inhale carbon dioxide make sick.,fake
1438,1439,"Quotes President Donald Trump saying, ???Everybody says I???ve tremendous job COVID??? I think little gratitude nice. Maybe big ???Thank Mr. President??? called for.??�",fake
1440,1441,In December 2019 Italian politician Beppe Grillo wore protective public. Some said did Chinese Embassy warned coronavirus.,fake
1442,1443,NEWS! Government finalising plans comprehensively blame EU Coronavirus https://t.co/YmC0Q98dZv https://t.co/lsk2dESZSS,fake
1443,1444,"Ann Coulter Points Out That If Both Trump Pence Are Incapacitated By The Coronavirus, We’ll Have� https://t.co/1SqcBLgsi9 #donaldtrump",fake
1444,1445,Video American President Donald Trump announcing Roche Medical Company launch COVID-19.,fake
1446,1447,A photo woman lying bed medical equipment attached body shared hundreds times Facebook Twitter alongside claims woman died beaten Muslim mob trying administer novel tests.,fake
1447,1448,People ignore wear especially doesn't advise wearing tuberulosis.,fake
1448,1449,A said medicine called interferon cure new coronavirus.,fake
1450,1451,Video shows family died novel coronavirus.,fake
1451,1452,A video claims feature victims new coronavirus.,fake
1453,1454,Serbia tests.,fake
1456,1457,In Brazil driving given traffic tickets.,fake
1457,1458,"Good Twitter, especially young children. If partner lockdown, best describes approach:",fake
1461,1462,Maharashtra Legislative Assembly member Jitendra Awhad,fake
1470,1471,"Coronavirus cured sniffing clove camphor drinking water, stomach acid stomach kill virus.",fake
1472,1473,@GOPPollAnalyst Perhaps lonely shut ins demographic likely spaz demand lockdowns response 99.XX% survival rate?,fake
1475,1476,Trump sign Cares law contains epidemic happened.,fake
1476,1477,Rinsing mouth salt water help coronavirus.,fake
1479,1480,Italian doctors say bacteria.,fake
1482,1483,Hydroxychloroquine chloroquine cures new coronavirus.,fake
1483,1484,COVID-19 transmitted smoke released cremation victims,fake
1486,1487,"Philippines' COVID-19 policy best Asia, probably world",fake
1487,1488,Starting May 20 Egyptian Minister Health placed measures isolate home result suspected novel coronavirus.,fake
1494,1495,Indian Government snooping messages media media platforms monitored COVID-19 messages,fake
1495,1496,"The WHO alerted new outbreak ""Nipah"" lethal novel coronavirus.",fake
1496,1497,In video seen shared millions doctors white coats series false misleading claims COVID-19. https://t.co/7U8kTesdLO,fake
1499,1500,"Everyone dies SARS-Cov-2 registered documents ""dead COVID-19"" death unrelated (e.g. car accident)",fake
1502,1503,One cure new inhaling vodka fumes.,fake
1503,1504,An image goes viral claim Dr. Usman Riyaz died treating patients Delhi India.,fake
1504,1505,The 20 countries #COVID19 home India conducted 28X tests India has. Here's factcheck: https://t.co/6q6yw42XBj,fake
1507,1508,Raissa Soares Bahia fired state orders Rui Costa Bahia's state governor. She dismissed becaused favoured use hydroxychloroquine COVID-19.,fake
1508,1509,Dr. VK Srinivas Vice-President Bharath Biotech He taking injection 19 vaccine. They confidence product,fake
1514,1515,Coronavirus Pandemic May Be Cut Short Due Americans’ Short Attention Span https://t.co/Hb2Ov44kVj #americans #news #coronavirus #media,fake
1518,1519,Ghana's electoral commission postponed 2020 elections 2023 coronavirus.,fake
1522,1523,Trump’s COVID-19 Test Came Back Positive For Stupidity https://t.co/iwxDyEHwNx #donaldtrump #whitehouse #coronavirus #c19,fake
1523,1524,"NSW, Australia #COVID19 Chinese woman caught camera spitting bananas suburban supermarket. Is isolated incident Chinese Nationals Communist Party loyalists paid instructed government? https://t.co/PW8Fnv3BDD",fake
1525,1526,"Man Who Uses WhatsApp, TikTok, Google Maps, Snapchat, Instagram, Facebook &amp; Twitter Apps Has Privacy Concerns About Covid-19 App https://t.co/wTizAy5FVp",fake
1528,1529,"Eleven. That's times we've broken single-day record new COVID-19 month. This isn't going ""just disappear"" like President Trump wants. It's surging — need real leadership White House slow spread.",fake
1529,1530,"Claim: Kins died COVID-19 claim insurance Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY) Pradhan Mantri Suraksha Bima Yojana (PMSBY) #PIBFactCheck: PMSBY doesn't cover related deaths, PMJJBY covers deaths certain conditions. https://t.co/SoQemT997F",fake
1530,1531,A video shows falling coronavirus.,fake
1531,1532,A photo vice president Spain allegedly visiting father sickened coronavirus.,fake
1533,1534,Police New Orleans Confiscate A Stripper’s Pole They Say Was Infested With The C-19 Flu Virus https://t.co/rvCWIpSPYc #coronavirus,fake
1535,1536,Fauci words. As @realdonaldtrump criticizes Fauci's words China travel threat virus. https://t.co/szIEvIzl5V #coronavirus https://t.co/WRbI74ljab,fake
1536,1537,"High alert: Chicken corona Bangalore today, kindly circulate message avoid consumption chicken. Spread dear ones.",fake
1538,1539,PCR tests conducted journalist crew attended late Minister Thondaman’s funeral COVID-19 symptoms.,fake
1541,1542,"Anyone Mumbai requiring Plasma Covid treatment, contact ready make plasma donations:",fake
1544,1545,Canadian PM's wife. This video don't seriously.,fake
1548,1549,"Ovid’ Latin sheep. starts C, means ‘see’ ancient language. 19 known “Number Surrender” ancient times.” It goes draw conclusion, “COVID 19 = ‘See Sheep Surrender",fake
1550,1551,"Woman moves bread-making stage lockdown, breaks ground apartment #covid19 https://t.co/V6mJFHl9hi https://t.co/v4plDIBZIT",fake
1553,1554,False result rate PCR tests 50 percent.,fake
